Expression,Mean_C,SD_C,N_Rate,N_Unknown
beat swords into ploughshares,1.4,0.5163977794943222,10,5
beat the bushes,2.2,1.2292725943057183,10,2
beat the clock,1.9,1.1005049346146119,10,0
beat the crap out of,2.5,1.509230856356236,10,0
beat the daylights out of,3.3,1.70293863659264,10,0
beat the daylights out of someone,1.7,1.0593499054713802,10,1
beat the living daylights out of someone,1.8,0.7888106377466155,10,0
beat the pants off,1.8,1.0327955589886444,10,2
beat the rap,2.1,1.286683937707919,10,3
beat the stuffing out of,2,1.247219128924647,10,1
beat the system,1.7,0.9486832980505138,10,1
beat the traffic,2.3636363636363638,1.2862913567871994,11,0
beat to,2.6,1.577621275493231,10,3
beat to quarters,NA,NA,9,8
beat up,4,0.816496580927726,10,1
beat up on,2.4,1.0749676997731399,10,0
beat your head against a brick wall,2.4545454545454546,1.4396969378057567,11,0
beat your own drum,1.4444444444444444,0.7047921864945659,18,3
beat your time,2.5,1.35400640077266,10,1
beat yourself up,1.6666666666666667,0.9847319278346619,12,0
beaten up,2.5,1.35400640077266,10,1
beating a dead horse,1.3636363636363635,0.674199862463242,11,0
beating around the bush,2.1,1.449137674618944,10,1
beating-heart transplant,3.2,1.3165611772087666,10,1
beats me,2.6,1.2649110640673518,10,0
beau geste,NA,NA,4,8
beau ideal,1.3571428571428572,0.6333236937766509,14,10
beau monde,NA,NA,4,9
beaufort scale,3.3,1.8287822299126937,10,5
beauty and the beast,3.4,1.776388345929897,10,0
beauty contest,3.4,1.6465452046971292,10,0
beauty is in the eye of the beholder,1.8,1.2292725943057183,10,0
beauty is only skin deep,2,1.4142135623730951,10,0
beauty mark,4.1,1.1972189997378648,10,0
beauty pack,3.5,1.5811388300841898,10,0
beauty pageant,4.2,0.7888106377466155,10,0
beauty parade,4,1.2649110640673518,11,3
beauty parlor,4.6,0.5163977794943222,10,0
beauty parlour,4.3,0.9486832980505138,10,0
beauty part,3.1,1.8529256146249728,10,2
beauty product,4.4,0.699205898780101,10,0
beauty queen,4.2727272727272725,1.009049958219026,11,0
beauty rest,1.8,1.0327955589886444,10,0
beauty salon,4.9,0.31622776601683794,10,0
beauty school,4.2,1.3165611772087666,10,0
beauty shop,4.181818181818182,0.9816498172140428,11,0
beauty sleep,3.3,1.3374935098492586,10,1
beauty spot,3.7,1.0593499054713802,10,0
beauty treatment,3.4,1.2649110640673518,10,1
beaux arts,3.7,1.3374935098492586,10,3
beaver,4.6,1.2649110640673518,10,1
beaver away,1.6363636363636365,0.8090398349558905,11,5
beaver away at,1.5,0.7071067811865476,10,1
beaver board,4.1,1.1972189997378648,10,4
beaver dam,4.5,1.2692955176439846,10,0
beaver fur,4.1,1.66332999331662,10,0
beaver rat,3.8,0.9189365834726815,10,1
beavering away,1.7142857142857142,0.6112498455021266,14,2
because of,2.3,1.5670212364724212,10,0
because you touch yourself at night,3.1,1.5238839267549948,10,1
bechamel sauce,4.8125,0.5439056290693574,16,5
béchamel sauce,4.615384615384615,0.869718492622904,13,0
beck and call,2.25,1.3416407864998738,16,0
becket bend,NA,NA,8,9
beclometasone dipropionate,NA,NA,NA,8
become flat,2.9,1.449137674618944,10,5
become of,2.6363636363636362,1.433368568981982,11,0
become one flesh,2.2,1.398411797560202,10,0
become prey,2.7,1.3374935098492586,10,0
become you,2.5,1.2692955176439846,10,0
becomes you,2.5,1.2692955176439846,10,0
bed and board,3.5,1.35400640077266,10,0
bed and breakfast,4.5,1.2692955176439846,10,1
bed bath,3.142857142857143,1.4600918230947435,14,4
bed blocker,3.4,1.3498971154211057,10,3
bed bug,4.2,1.0327955589886444,10,0
bed bugs,4.7,0.48304589153964794,10,0
bed check,3.1,1.1005049346146119,10,1
bed clothes,4.545454545454546,0.6875516509523286,11,1
bed clothing,4.4,1.2649110640673518,10,0
bed cover,4.6,0.9660917830792959,10,0
bed covering,4.4,1.2649110640673518,10,0
bed down,3,1.4142135623730951,11,0
bed frame,4.9,0.31622776601683794,10,1
bed ground,NA,NA,6,8
bed in,NA,NA,8,8
bed jacket,4.2,0.7888106377466155,10,6
bed legs,4.090909090909091,1.5782614139961386,11,1
bed linen,4.7894736842105265,0.4188539082916955,19,1
bed net,3.909090909090909,1.044465935734187,11,0
bed of flowers,4.454545454545454,0.9341987329938275,11,0
bed of roses,3.1818181818181817,1.6011359603844901,11,0
bed out,2.4545454545454546,1.5075567228888183,11,11
bed pan,4.909090909090909,0.30151134457776363,11,0
bed pillow,4.8,0.6324555320336759,10,1
bed rest,3.7,1.0593499054713802,10,1
bed screw,4.2,1.2292725943057183,10,5
bed sheet,4.7,0.6749485577105528,10,0
bed sores,4.2,1.2292725943057183,10,0
bed spring,4.2,1.1352924243950935,10,1
bed table,4.5,1.243163121016122,12,1
bed wetter,3.6,1.3498971154211057,10,0
bedding material,4.7272727272727275,0.6466697906828632,11,0
bedding plant,4,0.816496580927726,10,3
beddy-bye,2.5,1.35400640077266,10,4
bedrock sweeper,NA,NA,4,8
bedroom closet,4.6,0.9660917830792959,10,0
bedroom community,2.5,1.35400640077266,10,3
bedroom dresser,4.818181818181818,0.40451991747794525,11,0
bedroom eyes,3.4,1.429840705968481,10,2
bedroom furniture,4.9,0.31622776601683794,10,0
bedroom set,4.1,0.9944289260117533,10,0
bedroom suburb,3.9,0.9944289260117533,10,5
bedroom suite,4.454545454545454,1.2933395813657265,11,0
bedroom tax,2.6,1.577621275493231,10,4
bedside lamp,4.909090909090909,0.30151134457776363,11,0
bedside manner,2.2,0.9189365834726815,10,0
bedside manners,2.4,1.3498971154211057,10,0
bedside table,4.909090909090909,0.30151134457776363,11,1
bedsitting room,3.7,1.1595018087284057,10,4
bee balm,4.5,0.7071067811865476,10,3
bee candy,3.3,1.4181364924121764,10,3
bee colony,4.5,0.7071067811865476,10,0
bee eater,3.8,1.6193277068654826,10,2
bee fly,3.5,1.509230856356236,10,3
bee hive,4.7272727272727275,0.6466697906828632,11,0
bee house,4.818181818181818,0.40451991747794525,11,1
bee in one's bonnet,1.5,1.2692955176439846,10,0
bee in your bonnet,1.8,1.3165611772087666,10,0
bee killer,4,1,11,0
bee sting,4.7,0.6749485577105528,10,0
bee-line,1.8,1.1352924243950935,10,0
bee's knees,2.3636363636363638,1.433368568981982,11,0
beech tree,4.7,0.6749485577105528,10,1
beef and reef,NA,NA,7,8
beef bourguignonne,4.8,0.4216370213557839,10,4
beef brisket,4.666666666666667,0.8876253645985945,12,1
beef broth,4.2727272727272725,1.2720777563426766,11,1
beef burrito,4.833333333333333,0.5144957554275266,18,0
beef cattle,4.7,0.6749485577105528,10,0
beef fondue,4.7,0.48304589153964794,10,2
beef goulash,4.8,0.6324555320336759,10,0
beef jerky,5,0,15,0
beef loin,4,1.247219128924647,10,0
beef man,NA,NA,6,8
beef neck,4.5,1.0801234497346435,10,4
beef olive,4.3,1.0593499054713802,10,6
beef patty,4.9,0.31622776601683794,10,0
beef plant,2.8,1.8135294011647258,10,7
beef roast,5,0,10,0
beef something up,2.1,1.1005049346146119,10,0
beef steak,4.6,0.9660917830792959,10,0
beef stew,4.6,0.699205898780101,10,0
beef stock,4.8,0.4216370213557839,10,1
beef stroganoff,5,0,11,0
beef tallow,4,1.1547005383792515,10,0
beef tea,4.428571428571429,0.9376144618769908,14,11
beef tenderloin,4.818181818181818,0.6030226891555273,11,0
beef to the hoof,NA,NA,2,8
beef tomato,4.454545454545454,1.2135597524338357,11,2
beef tongue,4.3,1.3374935098492586,10,0
beef up,1.5,0.8498365855987975,10,0
beefcake,3.3636363636363638,1.689540012709215,11,0
beefed out,2.1,1.3703203194062976,10,1
beefsteak plant,4.090909090909091,1.300349603340998,11,3
beefsteak tomato,4.454545454545454,0.6875516509523286,11,1
beehive hairdo,4.1,1.1005049346146119,10,2
beehive of activity,2,0.816496580927726,10,0
beelzebub has a devil for a sideboard,NA,NA,6,8
been around,1.8181818181818181,0.9816498172140428,11,0
been around the block,2.3,1.3374935098492586,10,1
been had,2.6,1.429840705968481,10,0
been in the wars,2.6,1.6465452046971292,10,2
"been there, done that",1.6,0.8432740427115678,10,0
been through the wars,2,1.0540925533894598,10,1
been to the rodeo,2.8181818181818183,1.662418829187267,11,0
beer and skittles,4.3,1.0593499054713802,10,2
"beer and skittles, it's not all",NA,NA,8,8
beer barrel,4.8,0.6324555320336759,10,0
beer belly,3.9,1.5238839267549948,10,0
beer bong,4.6,0.699205898780101,10,2
beer bottle,4.733333333333333,0.7988086367179802,15,0
beer can,4.7894736842105265,0.5353033790313108,19,1
beer cellar,4.7,0.48304589153964794,10,1
beer drinker,3.4,1.1737877907772674,10,0
beer garden,4.083333333333333,1.164500152881315,12,0
beer glass,4.8,0.4216370213557839,10,0
beer goggles,2.2,1.4757295747452437,10,0
beer gut,2.5,1.2692955176439846,10,0
beer hall,4,0.9428090415820634,10,1
beer keg,4.3,0.8232726023485646,10,0
beer maker,3.2,1.6193277068654826,10,0
beer mat,4.6,0.8432740427115678,10,4
beer mug,4.7272727272727275,0.6466697906828632,11,0
beer muscles,2.5384615384615383,1.5063966175050876,13,11
beer nut,3.909090909090909,1.3751033019046572,11,1
beer snake,3.1,1.728840330651992,10,8
beer stein,4.416666666666667,0.9962049198956219,12,5
beer store,4,1.2649110640673518,11,1
beet green,3.8,1.1352924243950935,10,5
beet greens,3.727272727272727,1.555050423035156,11,2
beet sugar,4.3,1.3374935098492586,10,0
beetle away,2.090909090909091,1.3751033019046572,11,6
beetle off,NA,NA,6,8
beetle-browed,3.3,1.3374935098492586,10,4
before christ,2.3,1.4944341180973264,10,1
before dark,2.9,1.286683937707919,10,0
before hand,2,1.1832159566199232,11,0
before long,2.6,1.0749676997731399,10,0
before one's very eyes,3.3,1.4181364924121764,10,0
before someone's time,2.1,1.1005049346146119,10,0
before the fact,2.3,1.4181364924121764,10,0
before the ink is dry,2.6875,1.6214705259938174,16,1
before the mast,2.4545454545454546,1.2933395813657265,11,4
before you can say jack robinson,1,0,11,5
before you know it,1.7,1.0593499054713802,10,0
before your very eyes,2.909090909090909,1.6403990645294488,11,0
beg his pardon,1.2727272727272727,0.46709936649691375,11,0
beg off,2.3,1.2516655570345725,10,2
beg pardon,2.1,1.3703203194062976,10,0
beg somebody's pardon,2,1.247219128924647,10,0
beg the question,1.4,0.699205898780101,10,0
beg to differ,2.3636363636363638,0.9244162777371754,11,1
beg yours,2.6,1.505545305418162,10,5
beggar belief,2,1.1547005383792515,10,3
beggar lice,3.4,1.2649110640673518,10,5
beggar's lice,4,1.247219128924647,10,8
beggars belief,2.4,1.0749676997731399,10,2
beggars can't be choosers,1.7,1.1595018087284057,10,1
beggars should not be choosers,2.727272727272727,1.2720777563426766,11,1
begging bowl,2.3,1.4181364924121764,10,0
begging letter,3.1,1.5951314818673865,10,4
beginner's luck,2.0555555555555554,1.3048426644944466,18,1
begonia family,4,0.9607689228305228,14,6
behavior modification,2.6,1.2649110640673518,10,0
behavior therapy,3.2777777777777777,1.274434386908933,18,0
behavioral crisis,2.3,1.0593499054713802,10,0
behcet's syndrome,NA,NA,3,8
behind bars,3.6363636363636362,1.2060453783110545,11,0
behind closed doors,2.8,1.7511900715418263,10,0
behind every great man is a great woman,2.272727272727273,1.618079669911781,11,1
behind every great man there's a great woman,2.1,1.7919573407620817,10,0
behind its time,1.7,1.4944341180973264,10,1
behind one's back,2.6,1.505545305418162,10,0
behind somebody's back,1.9090909090909092,0.9438798074485389,11,0
behind someone's back,2.272727272727273,1.4893561757289013,11,1
behind the bit,NA,NA,9,8
behind the counter,2.909090909090909,1.300349603340998,11,0
behind the curve,1.8333333333333333,1.1934162828797101,12,0
behind the eight ball,2.4,1.2649110640673518,10,0
behind the eight-ball,2.2,1.3165611772087666,10,1
behind the scene,2.9,1.5238839267549948,10,0
behind the scenes,2.6,1.1737877907772674,10,0
behind the times,2.1,1.1972189997378648,10,0
behind the wheel,2.727272727272727,1.4893561757289013,11,1
behind time,2.3,1.5670212364724212,10,0
being that,1.6,0.8432740427115678,10,3
being unfazed,1.9,1.66332999331662,10,0
bel canto,NA,NA,7,8
belay my last,2.1,1.1972189997378648,10,4
belaying pin,NA,NA,2,8
belch out,3.4,1.429840705968481,10,3
belemnite battlefield,NA,NA,4,8
belgian endive,NA,NA,4,8
belgian hare,4.3,0.6749485577105528,10,6
belgian waffle,4.8,0.6324555320336759,10,1
belief system,2.3636363636363638,1.433368568981982,11,0
believe in,2.2,1.2292725943057183,10,0
believe in yourself,2.4,1.505545305418162,10,0
believe it or not,2.3,1.1595018087284057,10,0
believe me,2.909090909090909,1.7580981459830651,11,0
believe one's ears,2,1.247219128924647,10,0
believe one's eyes,2.3,1.4944341180973264,10,0
believe you me,1.7,1.3374935098492586,10,0
belisha beacon,4,1.1832159566199232,11,13
bell apple,4.636363636363637,0.9244162777371754,11,3
bell arch,4.4,0.8432740427115678,10,3
bell book,NA,NA,9,8
bell bottoms,4.5,0.7071067811865476,10,0
bell buoy,3.7,1.766981104093143,10,4
bell cot,NA,NA,3,8
bell cote,NA,NA,4,8
bell curve,3.5,1.4337208778404378,10,0
bell deck,3.9,1.1005049346146119,10,6
bell founder,NA,NA,8,8
bell foundry,3.6,1.121223821162776,15,6
bell gable,NA,NA,7,9
bell glass,4.4,1.0749676997731399,10,3
bell heather,3.272727272727273,1.4206272622267313,11,12
bell jar,4.7272727272727275,0.9045340337332909,11,2
bell out,2.4545454545454546,0.9341987329938275,11,4
bell pepper,4.714285714285714,0.7171371656006361,21,0
bell pull,3.5,1.509230856356236,10,5
bell push,NA,NA,9,9
bell ringer,3.909090909090909,1.300349603340998,11,2
bell ringing,4.5,0.8574929257125442,18,3
bell rope,4.3,0.8232726023485646,10,1
bell seat,3.9,0.9944289260117533,10,5
bell shape,4.1,1.1005049346146119,10,1
bell tent,4.6,0.699205898780101,10,5
bell the cat,2,1.4142135623730951,11,1
bell toad,4.066666666666666,1.2798809468443688,15,5
bell tower,4.3,1.2516655570345725,10,0
bell-bottoms,4.4,1.0749676997731399,10,1
bell-shaped curve,3.3636363636363638,1.2060453783110545,11,0
"bell, book and candle",NA,NA,7,8
bellard's formula,3.2,1.6865480854231356,10,6
bellbottom trousers,4.363636363636363,0.8090398349558905,11,0
belle of the ball,3.1,1.1972189997378648,10,0
bells and whistles,2.6666666666666665,1.6761634196950514,15,1
belly button,4.9,0.31622776601683794,10,0
belly dance,3.7,0.9486832980505138,10,0
belly dancer,4.6,0.5163977794943222,10,0
belly dancing,4.7,0.6749485577105528,10,0
belly flop,3.5454545454545454,1.4396969378057567,11,0
belly flopper,2.6875,1.3022416570411703,16,3
belly landing,3.9,0.7378647873726218,10,2
belly laugh,2.7,1.4944341180973264,10,0
belly of the beast,2,1.4142135623730951,10,1
belly out,2.8,1.4757295747452437,10,1
belly putter,NA,NA,7,13
belly up,2.7,1.70293863659264,10,0
belly up to,2.272727272727273,1.1037127426019047,11,0
belly up to the bar,2.5454545454545454,1.6348477827391983,11,0
belly whop,3,1.4142135623730951,10,6
belly whopper,2.5384615384615383,1.5607361839521232,13,1
belong to,1.5,0.97182531580755,10,0
belong together,2.1,1.1972189997378648,10,0
belong with,2.6,1.2649110640673518,10,0
below average,2.727272727272727,1.2720777563426766,11,2
below par,2.4,1.577621275493231,10,0
below stairs,2.9444444444444446,1.4741786236338814,18,4
below the belt,2.7,1.2516655570345725,10,0
below the poverty line,3,1.632993161855452,10,0
below the salt,1.8461538461538463,1.214231845389905,13,1
below your breath,2,1.632993161855452,10,0
below zero,3,1.5491933384829668,11,0
below-the-line promotion,2.6,1.3498971154211057,10,1
belt along,2.6,1.577621275493231,10,2
belt ammunition,4,1.0954451150103321,11,1
belt and braces,3.75,1.2880570286640687,12,3
belt bag,4.545454545454546,0.9341987329938275,11,4
belt buckle,4.9,0.31622776601683794,10,0
belt down,2.1,1.449137674618944,10,4
belt loop,4.3,0.8232726023485646,10,0
belt maker,3.8,0.9189365834726815,10,1
belt out,3,1.4907119849998598,10,0
belt tightening,3.3,1.3374935098492586,10,0
belt up,2.5,1.5811388300841898,10,3
belt you,2.3636363636363638,1.1200649331826502,11,0
beluga whale,4.6,0.699205898780101,10,0
ben wa ball,NA,NA,2,10
benben stone,NA,NA,2,8
bench hook,4.363636363636363,0.9244162777371754,11,6
bench jockey,3.6,1.429840705968481,10,4
bench lathe,3.8,1.3201731488169053,15,12
bench mark,3.4,1.3498971154211057,10,1
bench press,3.4,1.8973665961010275,10,0
bench seat,4.5,0.8498365855987975,10,0
bench test,2.6,1.1737877907772674,10,3
bench trial,2.6666666666666665,1.4474937289114918,15,5
bench vise,3.4,1.6465452046971292,10,3
bench warmer,3.3,0.9486832980505138,10,0
bench warrant,3.3333333333333335,1.3451854182690985,15,7
bend down,3.3,1.4944341180973264,10,0
bend forward,3.5,1.1785113019775793,10,0
bend one's ear,2.6,1.2649110640673518,10,0
bend one's elbow,3,1.9436506316151,10,2
bend over,3.8,1.0327955589886444,10,0
bend over backwards,1.9090909090909092,0.8312094145936335,11,0
bend sinister,2.3,1.1595018087284057,10,4
bend somebody's ear,2.3,1.70293863659264,10,0
bend somebody's elbow,2.727272727272727,1.2720777563426766,11,2
bend someone's ear,1.7,1.3374935098492586,10,1
bend the rules,2.4,1.0749676997731399,10,0
bend the truth,1.7,1.4944341180973264,10,0
bend up,3.3636363636363638,1.433368568981982,11,6
bended knee,4.1,0.9944289260117533,10,1
bendy bus,NA,NA,8,8
bendy tree,4.2,1.0327955589886444,10,2
beneath your breath,2.2,1.398411797560202,10,1
benefactive case,3.272727272727273,1.4893561757289013,11,3
beneficial owner,3.8181818181818183,1.1677484162422844,11,1
beneficium ordinis seu excussionis,NA,NA,1,9
benefit concert,4.3,0.9486832980505138,10,0
benefit in kind,2.3,1.2516655570345725,10,1
benefit of the doubt,2.3,1.5670212364724212,10,0
benevolent overlord,3.1818181818181817,1.2504544628399563,11,0
benevolent society,1.7,0.9486832980505138,10,1
bengal bean,4.2,1.3165611772087666,10,3
bengal light,2.9,1.1972189997378648,10,1
benign tumor,4,0.9428090415820634,10,0
bent double,3.2,1.3165611772087666,10,3
bent hang,NA,NA,8,8
bent on,2.8,1.6193277068654826,10,0
bent on a splice,2.076923076923077,1.6052797503622467,13,7
bent out of shape,2,1.4907119849998598,10,0
bent upon resistance,2.1,1.1972189997378648,10,1
bento box,4.363636363636363,1.433368568981982,11,1
benzalkonium chloride,4.2,1.3165611772087666,10,2
