"","Survey","Platform","File_date","Participant","Please click the button below to agree to participate in this study.","Do you wish to complete the article evaluation instead of the study?","spiritually","meaningfulness","entrepreneurship","tranquillize","interrupting","malnourishment","pressure point","waterskiing","milk chocolate","brussels sprouts","look what the cat's dragged in","on the off-chance","head over heel","daylight saving time","throwaway remark","six of one and half a dozen of the other","take a back seat","felt-tipped pen","lip synchronization","sabre-toothed cat","in principle","interpretation","ignorance","collaborate","heavyhearted","bureaucratic","emergency","watch out","surcharge","telecommunication","cardiovascular","production cost","interior designer","assassination","law enforcement","surfboarding","bullseye","flight simulator","orange juice","spaghetti sauce","RPS_ID","Prolific_ID","Gender","Gender_Self_Describe","Age","Ed_years","Uni_years","Ed_years_calc","English_first","English_fluent","Dupe_spiritually","Dupe_meaningfulness","Dupe_entrepreneurship","Dupe_tranqualize","Dupe_interrupting","Dupe_malnourishment","Dupe_pressure_point","Dupe_waterskiing","Dupe_milk_chocolate","Dupe_brussel_sprouts","Dupe_look what the cat's dragged in","Dupe_on the off-chance","Dupe_head over heel","Dupe_daylight saving time","Dupe_throwaway remark","Dupe_six of one and half a dozen of the other","Dupe_take a back seat","Dupe_felt-tipped pen","Dupe_lip synchronization","Dupe_sabre-toothed cat","Thirty_plus","Incomplete","Do_not_know","Correlation","Exclude","Reverse"
"367","List 2","Mturk","27-Jan-20","R_3Gx3g8IbLTk15M4","I agree to participate in this study",NA,3,3,3,4,4,5,4,5,5,5,2,2,2,4,2,2,3,4,4,5,1,3,2,4,4,2,4,3,4,4,5,4,4,5,4,5,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.134090909090909,0.770568163782328,FALSE,NA
"368","List 2","Mturk","27-Jan-20","R_2sSApYbPulcIgSz","I agree to participate in this study",NA,3,5,3,5,5,5,4,5,3,4,5,3,5,4,4,4,5,4,4,4,4,4,3,4,4,4,4,4,4,4,5,4,3,5,4,4,4,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.00227272727272727,0.126877912389522,TRUE,NA
"369","List 2","Mturk","27-Jan-20","R_3ebrLbqIAjcDv0M","I agree to participate in this study",NA,1,1,1,3,5,5,5,5,5,5,5,3,5,5,1,5,5,5,5,5,1,1,1,1,1,1,3,1,1,1,1,1,5,5,2,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0681818181818182,0.801376377840377,FALSE,NA
"370","List 2","Mturk","27-Jan-20","R_1IN1g4fuigqZjD7","I agree to participate in this study",NA,1,1,1,2,1,1,2,5,5,5,5,1,4,1,1,1,5,5,1,5,1,1,1,1,1,1,1,1,3,1,5,1,5,1,2,5,5,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0113636363636364,0.64420718911225,FALSE,NA
"371","List 2","Mturk","27-Jan-20","R_26bUdTB86DL9Hgx","I agree to participate in this study",NA,4,4,4,6,2,4,4,1,2,3,5,3,3,4,5,6,1,4,2,2,5,5,5,5,1,5,4,3,3,4,5,1,2,6,2,5,5,6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.165909090909091,-0.443700502083619,TRUE,NA
"372","List 2","Mturk","27-Jan-20","R_2SAJwM5RkYZ0Cko","I agree to participate in this study",NA,5,4,3,2,3,2,4,5,5,2,2,2,4,1,3,1,1,1,4,5,4,1,2,2,4,2,1,2,3,4,2,2,2,1,2,1,1,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0181818181818182,0.216368014222704,FALSE,NA
"373","List 2","Mturk","27-Jan-20","R_26gsSgxhxQRKdR4","I agree to participate in this study",NA,1,2,5,3,5,5,3,6,6,6,3,2,6,6,5,5,3,2,2,6,5,5,5,5,3,5,3,4,5,4,5,5,3,5,5,5,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00227272727272727,0.113636363636364,0.0996717981102318,TRUE,NA
"374","List 2","Mturk","27-Jan-20","R_2YPmKfX4v3VHNuz","I agree to participate in this study",NA,1,3,4,5,4,2,4,5,5,5,1,1,1,4,3,1,2,5,4,5,1,1,1,1,1,2,1,2,3,1,3,3,5,4,3,5,2,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0818181818181818,0.832565862021547,FALSE,NA
"375","List 2","Mturk","27-Jan-20","R_3dDiABh9ISNYxgd","I agree to participate in this study",NA,1,2,2,5,2,5,4,5,5,5,3,1,2,1,1,5,3,5,5,5,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,5,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0909090909090909,0.810597731274361,FALSE,NA
"376","List 2","Mturk","27-Jan-20","R_3Nyuwc9YuF2bQuR","I agree to participate in this study",NA,4,4,4,4,4,4,3,4,4,4,5,5,4,5,5,4,5,5,4,4,3,4,5,5,5,4,4,4,4,4,3,5,4,4,5,5,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0.0138987789329811,TRUE,NA
"377","List 2","Mturk","27-Jan-20","R_YaAOx8NDHLiUvh7","I agree to participate in this study",NA,2,2,3,4,4,5,3,5,5,5,1,2,2,5,2,3,2,5,5,5,1,2,2,3,1,3,2,3,5,4,4,5,4,5,4,5,3,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00227272727272727,0.261363636363636,0.800400774237358,FALSE,NA
"378","List 2","Mturk","27-Jan-20","R_1jGP5XiBcbUFN3L","I agree to participate in this study",NA,1,1,1,1,3,3,3,5,5,5,3,1,1,1,1,6,1,5,5,5,4,1,4,2,3,3,3,4,3,1,3,2,3,1,3,6,3,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,0.129545454545455,NA,NA,NA
"379","List 2","Mturk","27-Jan-20","R_e3czsIF5oAJHIxX","I agree to participate in this study",NA,3,3,4,4,4,3,3,3,4,3,4,4,3,4,4,3,3,4,4,3,2,2,2,2,3,3,3,3,3,3,2,2,3,4,4,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0.338617436292996,FALSE,NA
"380","List 2","Mturk","27-Jan-20","R_SOADrb67gOhPvtD","I agree to participate in this study",NA,3,2,2,2,5,3,4,1,6,3,5,2,5,5,5,2,3,2,6,3,5,4,1,5,2,3,1,4,1,4,5,5,1,1,5,2,6,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.181818181818182,-0.236891955324112,TRUE,NA
"381","List 2","Mturk","27-Jan-20","R_3r1Bo9SEdF3uidm","I agree to participate in this study",NA,4,4,4,4,4,4,4,4,4,3,5,5,5,3,5,4,5,3,5,4,4,4,3,5,4,3,5,5,4,5,5,4,4,2,5,5,4,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0.204293676798522,FALSE,NA
"382","List 2","Mturk","27-Jan-20","R_24DhgMwMQ4qaqzy","I agree to participate in this study",NA,1,4,6,2,4,2,2,1,2,3,3,4,1,1,3,4,2,2,4,5,4,3,2,6,3,3,2,5,3,1,2,1,3,2,1,6,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00909090909090909,0.129545454545455,-0.427594668584521,TRUE,NA
"383","List 2","Mturk","27-Jan-20","R_24ir4MEUcJEAgs3","I agree to participate in this study",NA,1,2,3,5,1,5,1,5,5,5,1,1,1,1,1,5,1,5,5,5,1,1,1,1,1,2,2,1,2,4,2,5,5,5,5,5,3,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.115909090909091,0.866778293107387,FALSE,NA
"384","List 2","Mturk","27-Jan-20","R_3HtzOp28zPiwLW8","I agree to participate in this study",NA,1,1,5,2,5,5,5,5,5,5,1,1,1,5,1,6,1,5,4,5,1,4,1,5,3,3,3,3,4,4,5,5,4,5,5,5,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0409090909090909,0.70744657957197,FALSE,NA
"385","List 2","Mturk","27-Jan-20","R_1Q5hG7qpNPfNqxy","I agree to participate in this study",NA,3,3,5,3,6,5,3,4,4,3,4,5,6,3,4,4,6,5,6,6,4,6,3,5,5,3,3,5,5,6,5,5,5,6,3,3,5,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.147727272727273,0.0992658420836565,TRUE,NA
"386","List 2","Mturk","27-Jan-20","R_Pv3wDGgElNUI2gV","I agree to participate in this study",NA,1,1,4,4,3,1,1,5,5,5,1,1,1,2,1,1,1,5,2,4,1,1,1,1,1,1,1,1,1,1,2,1,5,5,5,5,1,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00227272727272727,0,0.652770162255095,FALSE,NA
"387","List 2","Mturk","27-Jan-20","R_12lPFKEsFz6Puyl","I agree to participate in this study",NA,1,1,1,5,1,5,5,5,5,5,1,1,1,1,1,5,1,5,5,5,1,1,1,3,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0545454545454545,0.832713300200745,FALSE,NA
"388","List 2","Mturk","27-Jan-20","R_2EfNsyNqvCyDBND","I agree to participate in this study",NA,5,5,5,4,5,5,4,4,5,5,4,-99,5,4,4,5,4,5,-99,5,4,5,5,5,5,4,4,5,5,5,3,4,4,5,4,4,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.00454545454545455,-0.103517019578397,TRUE,NA
"389","List 2","Mturk","27-Jan-20","R_3PdF0FIg7mbzrbt","I agree to participate in this study",NA,5,2,6,3,3,2,5,2,1,5,5,3,3,2,2,4,2,5,2,3,2,4,6,4,3,3,3,1,5,3,1,2,1,5,5,5,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.138636363636364,-0.0139651518050059,TRUE,NA
"390","List 2","Mturk","27-Jan-20","R_3kM9PKax7cJgEru","I agree to participate in this study",NA,5,5,1,5,4,5,2,5,4,5,5,1,6,4,3,2,5,5,5,4,2,5,4,2,5,5,5,2,5,3,5,2,5,5,4,3,4,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00227272727272727,0.00227272727272727,0.0951944826982171,TRUE,NA
"391","List 2","Mturk","27-Jan-20","R_qIKF2EwHjE1DZm1","I agree to participate in this study",NA,1,1,1,1,1,5,1,5,5,5,5,1,1,1,5,1,5,5,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,0.0386363636363636,NA,NA,NA
"392","List 2","Mturk","27-Jan-20","R_2duzBFFX8mtct9H","I agree to participate in this study",NA,6,6,6,5,6,6,5,5,6,5,5,5,5,5,5,5,5,6,6,6,5,6,5,6,5,5,5,5,6,5,5,6,6,6,3,6,6,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.415909090909091,-0.315603947615974,TRUE,NA
"393","List 2","Mturk","27-Jan-20","R_DU0o8A7zHdISGJz","I agree to participate in this study",NA,3,6,5,4,2,6,1,3,3,3,3,5,2,5,4,4,4,4,5,4,1,2,4,1,1,6,3,4,1,5,5,5,3,5,4,2,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0977272727272727,0.443793783946019,FALSE,NA
"394","List 2","Mturk","27-Jan-20","R_2q8Kh6KHgNSgf59","I agree to participate in this study",NA,4,4,6,5,6,4,5,4,4,5,6,5,3,4,4,5,4,6,4,5,5,6,2,4,5,6,3,6,5,5,5,4,5,6,5,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.0136363636363636,0.679545454545455,0.394349033673924,FALSE,NA
"395","List 2","Mturk","27-Jan-20","R_2YtFMsepRGyPOIG","I agree to participate in this study",NA,3,3,4,2,1,2,5,1,2,2,4,3,6,1,1,3,3,1,2,1,2,1,1,6,6,1,5,1,2,1,3,5,1,6,2,2,2,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00227272727272727,0.134090909090909,0.399485272312968,FALSE,NA
"396","List 2","Mturk","27-Jan-20","R_1mt2CvoUTHDvTTV","I agree to participate in this study",NA,6,4,3,6,5,3,5,5,4,5,3,5,5,3,5,3,4,3,3,6,4,3,5,2,3,5,6,5,5,5,3,5,5,4,2,5,4,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0977272727272727,0.156002394033184,TRUE,NA
"397","List 2","Mturk","27-Jan-20","R_1LC11A2eYMxQBUm","I agree to participate in this study",NA,4,5,6,5,4,2,6,2,4,4,4,5,5,4,4,6,4,5,6,4,6,6,4,6,6,6,5,4,6,6,6,6,6,6,6,6,6,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00454545454545455,0.852272727272727,0.740180979416562,FALSE,NA
"398","List 2","Mturk","27-Jan-20","R_2amkmgVXlPOuEgD","I agree to participate in this study",NA,5,5,5,5,6,5,5,4,6,5,4,4,3,4,5,4,4,4,4,4,6,2,2,5,2,6,2,5,2,6,5,6,4,6,2,4,4,6,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.313636363636364,0.193588166584441,TRUE,NA
"399","List 2","Mturk","27-Jan-20","R_vjBK2cmijv4fkPf","I agree to participate in this study",NA,5,5,3,4,3,4,4,5,5,5,4,3,2,3,4,5,4,1,3,5,5,4,1,1,2,4,4,2,3,1,4,3,5,2,5,2,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00227272727272727,0,0.121941734313672,TRUE,NA
"400","List 2","Mturk","27-Jan-20","R_22KvIdgU6hxgqxi","I agree to participate in this study",NA,1,1,2,2,1,3,4,4,5,5,2,1,1,3,1,4,2,5,4,5,2,1,1,2,1,2,2,2,3,4,3,3,4,3,2,4,3,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.145454545454545,0.832796297346603,FALSE,NA
"401","List 2","Mturk","27-Jan-20","R_1Q3ZDRhndCiUbIQ","I agree to participate in this study",NA,1,1,1,4,1,4,3,5,5,5,1,1,1,4,1,5,1,5,3,5,1,1,1,3,1,3,3,2,5,4,5,4,4,5,5,5,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0681818181818182,0.852087017968548,FALSE,NA
"402","List 2","Mturk","27-Jan-20","R_1NDsVuZze4WzQPC","I agree to participate in this study",NA,1,1,1,1,1,1,4,5,4,5,1,1,1,1,1,6,1,5,4,5,1,2,1,1,1,1,1,1,4,1,4,1,4,4,4,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.154545454545455,0.842411360926071,FALSE,NA
"403","List 2","Mturk","27-Jan-20","R_3NUHDJLObB4iunz","I agree to participate in this study",NA,2,6,3,4,3,4,2,4,2,2,3,3,5,3,4,4,3,4,3,5,4,3,4,4,3,4,4,3,5,4,3,4,4,4,5,3,3,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0181818181818182,0.219614726427103,FALSE,NA
"404","List 2","Mturk","27-Jan-20","R_25urkY4HP0sLmqr","I agree to participate in this study",NA,2,2,1,4,3,4,2,2,2,3,2,6,1,3,3,6,3,4,1,1,2,2,6,3,1,3,2,1,2,1,6,1,1,6,1,1,3,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.136363636363636,-0.0638016696164402,TRUE,NA
"405","List 2","Mturk","27-Jan-20","R_1msb6icfrxUxqnN","I agree to participate in this study",NA,3,5,5,5,5,6,6,6,6,6,6,5,6,5,5,4,6,6,6,4,6,2,2,2,6,6,6,5,2,6,6,2,2,6,2,2,2,2,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.488636363636364,-0.174309280039912,TRUE,NA
"406","List 2","Mturk","27-Jan-20","R_2Y66ZHRXZOtP4kz","I agree to participate in this study",NA,4,3,4,3,4,3,3,4,4,4,4,3,3,3,4,3,4,4,4,3,3,4,4,3,3,4,3,4,2,4,3,4,4,3,4,3,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0.0362505305630981,TRUE,NA
"407","List 2","Mturk","27-Jan-20","R_yyFjqZleIzTHnhL","I agree to participate in this study",NA,5,5,5,6,5,5,5,6,5,6,5,6,5,6,5,6,5,5,5,6,6,5,6,6,5,5,6,5,5,6,5,5,6,5,6,6,5,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.465909090909091,NA,NA,NA
"408","List 2","Mturk","27-Jan-20","R_3Jx8phqfqtmXz1p","I agree to participate in this study",NA,3,5,5,5,5,5,4,5,5,3,4,4,5,4,4,4,3,4,5,3,4,1,3,2,5,5,5,5,2,4,2,3,2,5,3,4,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0227272727272727,0.0650380244093996,TRUE,NA
"409","List 2","Mturk","27-Jan-20","R_1LLIwXvosFXpIiV","I agree to participate in this study",NA,1,2,2,1,2,2,4,5,4,5,1,1,1,2,2,2,1,5,4,5,2,3,1,2,1,3,4,1,5,3,3,5,5,4,5,5,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0522727272727273,0.760767783949625,FALSE,NA
"410","List 2","Mturk","27-Jan-20","R_sqguLNQ5Bp2hyzD","I agree to participate in this study",NA,5,5,5,2,5,5,4,3,5,3,5,3,3,5,4,4,2,2,4,3,5,4,2,5,2,2,3,2,5,5,4,5,5,5,3,4,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.00454545454545455,0.0456137196335296,TRUE,NA
"411","List 2","Mturk","27-Jan-20","R_1kLXBy2Brz3yKar","I agree to participate in this study",NA,3,4,3,4,4,5,5,5,4,4,3,3,4,5,5,5,4,5,4,4,5,4,4,3,4,5,4,4,4,3,4,4,5,4,3,4,3,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0.00701219370661514,TRUE,NA
"412","List 2","Mturk","27-Jan-20","R_3sdn7u7mHJVBRoj","I agree to participate in this study",NA,4,5,5,4,5,5,4,5,5,5,5,5,4,4,5,6,4,4,4,3,4,5,2,2,5,4,2,4,4,2,5,3,3,4,2,4,4,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0136363636363636,-0.120667498557095,TRUE,NA
"413","List 2","Mturk","27-Jan-20","R_2rN1mqrRgRduKPz","I agree to participate in this study",NA,2,1,2,1,1,5,5,5,5,5,5,1,5,5,4,4,5,5,5,5,2,3,1,2,5,5,5,4,3,4,3,2,5,4,2,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.00227272727272727,0.509714029443004,FALSE,NA
"414","List 2","Mturk","27-Jan-20","R_uzdEYLAOIwU1GWR","I agree to participate in this study",NA,1,1,1,1,1,5,5,5,5,5,5,1,1,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0340909090909091,0.520335536303481,FALSE,NA
"415","List 2","Mturk","27-Jan-20","R_3dERsDp8kEwvSQG","I agree to participate in this study",NA,5,4,5,3,5,4,5,2,2,3,4,4,4,4,4,2,4,6,4,3,3,3,4,2,5,3,5,5,2,4,3,4,4,2,3,3,3,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.00681818181818182,-0.268038848788057,TRUE,NA
"416","List 2","Mturk","27-Jan-20","R_2XiLqB1OW9RbsDd","I agree to participate in this study",NA,1,1,2,5,5,5,5,5,5,5,1,2,4,5,5,1,2,5,3,5,1,5,5,5,1,3,5,2,2,5,5,5,5,5,5,5,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00227272727272727,0.0363636363636364,0.441504165931696,FALSE,NA
"417","List 2","Mturk","27-Jan-20","R_2EgvBpbltxTaVgL","I agree to participate in this study",NA,3,4,3,4,3,3,4,4,4,3,4,4,3,5,4,5,3,5,5,5,4,4,4,4,5,4,4,4,3,4,4,5,5,4,3,3,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,-0.471248296816053,TRUE,NA
"418","List 2","Mturk","27-Jan-20","R_3gTn2RzBK8PflTH","I agree to participate in this study",NA,4,3,5,4,3,3,4,4,3,4,6,4,4,4,3,3,3,3,4,3,2,2,3,5,4,3,4,4,4,3,4,2,3,3,4,4,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.0136363636363636,0,0.173951905083092,TRUE,NA
